순번/순위	구분	상품명	ItemId	ISBN13	부가기호	저자/아티스트	출판사/제작사	출간일	정가	판매가	마일리지	세일즈포인트	대표분류(대분류명)
325	국내도서	최강록의 요리 노트	322206178	9.79E+12	3810	최강록 지음	클	20230814	16,800	15,120	840점	37030	요리/살림
326	국내도서	10일 만에 끝내는 해커스 OPIc 오픽 (Advanced 공략)	317484824	9.79E+12	13740	해커스 오픽연구소 지음	(주)해커스	20230605	25,000	22,500	1,250점	27202	외국어
327	국내도서	수레바퀴 아래서 (오리지널 초판본 표지디자인)	98708362	9.79E+12	4850	헤르만 헤세 지음, 박지희 옮김, 김선형 해설	코너스톤	20170101	3,300	2,970	160점	42472	소설/시/희곡
328	국내도서	오렌지와 빵칼	342597735	9.79E+12	3810	청예 지음	허블	20240717	12,000	10,800	600점	17433	소설/시/희곡
329	국내도서	사업의 철학	65795020	9.79E+12	3320	마이클 E. 거버 지음, 이제용 옮김	라이팅하우스	20150901	16,000	14,400	800점	19181	경제경영
330	국내도서	철학자의 문장들	345007310	9.79E+12	3100	김대웅 엮음	북플라자	20240814	23,800	21,420	1,190점	5585	인문학
331	국내도서	매직 스플릿	344342033	9.79E+12	3320	박성현 지음	경이로움	20240820	17,000	15,300	850점	14675	경제경영
332	국내도서	제철 행복	338424382	9.79E+12	3810	김신지 지음	인플루엔셜(주)	20240425	17,800	16,020	890점	28126	에세이
333	국내도서	사랑의 기술	203299303	9.79E+12	3180	에리히 프롬 지음, 황문수 옮김	문예출판사	20190819	16,000	14,400	800점	33844	인문학
334	국내도서	울어라, 펜 4	346455670	9.79E+12	7830	시마모토 카즈히코 지음	미우(대원씨아이)	20240909	10,000	9,000	500점	3220	만화
335	국내도서	JLPT 일본어능력시험 한권으로 끝내기 N1	277362597	9.79E+12	14730	이치우.기타지마 치즈코 지음	다락원	20210818	27,000	24,300	1,350점	19617	외국어
336	국내도서	ETS 토익 단기 공략 650+ (LC + RC)	246995618	9.79E+12	13740	ETS 지음	(주)YBM(와이비엠)	20200723	18,000	16,200	900점	21573	외국어
337	국내도서	우리 아기 오감발달 행복한 숲속 사운드북	168957435	8.81E+12	1	샘 태플린 지음, 페데리카 아이오사 그림	어스본코리아	20180920	19,000	15,200	570점	7534	유아
338	국내도서	2025 이유진 국어 기출 알고리즘	345732190	9.79E+12	13710	이유진 지음	메가스터디교육(공무원)	20240902	27,000	24,300	270점	9190	수험서/자격증
339	국내도서	괴수 8호 side B 1	343614799	9.79E+12		히다노 켄타로 지음, 유유리 옮김, 마츠모토 나오야 외 원작	서울미디어코믹스(서울문화사)	20240725	6,000	5,400	300점	28079	만화
340	국내도서	우리가 겨울을 지나온 방식 (리커버)	329015526	9.79E+12	3810	문미순 지음	나무옆의자	20230509	14,000	12,600	700점	16249	소설/시/희곡
341	국내도서	5개 원소로 읽는 결정적 세계사	344720051	9.79E+12	3900	쑨야페이 지음, 이신혜 옮김, 김봉중 감수	더퀘스트	20240821	21,000	18,900	1,050점	7285	역사
342	국내도서	빨간내복야코 맞춤법 절대 안 틀리는 책 2	343132588	9.79E+12	73710	빨간내복야코 원작, 박종은 글, 이영아 그림, 샌드박스 네트워크 감수	위즈덤하우스	20240717	14,000	12,600	700점	16218	어린이
343	국내도서	츠츠츠츠	342151709	9.79E+12	77810	이지은 지음	사계절	20240702	16,800	15,120	840점	29031	유아
344	국내도서	창의력 쑥쑥 무지개 손도장놀이	67233828	8.81E+12	1	에리카 해리슨 그림, 피오나 와트 글	어스본코리아	20151001	13,000	11,700	650점	4644	유아
345	국내도서	Go Go 카카오프렌즈 33 : 필리핀	344549391	9.79E+12	74900	김미영 지음, 김정한 그림	아울북	20240814	16,800	15,120	840점	11215	어린이
346	국내도서	열다섯에 곰이라니 2	344761863	9.79E+12	43810	추정경 지음	다산책방	20240816	14,000	12,600	700점	9660	청소년
347	국내도서	김재우의 영어회화 100	319980215	9.79E+12	13740	김재우 지음	상상스퀘어	20230705	22,000	19,800	1,100점	51528	외국어
348	국내도서	JLPT 일본어능력시험 한권으로 끝내기 N5	300705317	9.79E+12	14730	이치우.이한나 지음	다락원	20220901	27,000	24,300	1,350점	20407	외국어
349	국내도서	프로젝트 헤일메리	270454373	9.79E+12	3840	앤디 위어 지음, 강동혁 옮김	알에이치코리아(RHK)	20210504	22,000	19,800	1,100점	36473	소설/시/희곡
350	국내도서	대도시의 사랑법	195439115	9.79E+12	3810	박상영 지음	창비	20190628	15,000	13,500	750점	46977	소설/시/희곡
351	국내도서	AI 반도체 혁명	345727612	9.79E+12	3320	권순우 외 지음	페이지2(page2)	20240904	23,000	20,700	1,150점	7015	경제경영
352	국내도서	원피스 108	339888674	9.79E+12		오다 에이치로 지음	대원씨아이(만화)	20240529	5,500	4,950	270점	34889	만화
353	국내도서	악마에 입문했습니다! 이루마 군 32	347631607	9.79E+12	47830	니시 오사무 지음, 이승원 옮김	서울미디어코믹스(서울문화사)	20240920	6,500	5,850	320점	3615	만화
354	국내도서	안녕, 푸바오	345907879	9.79E+12	3810	장린 지음, 심지연 옮김, 복보사랑 외 사진	해피북스투유	20240930	28,000	25,200	1,400점	6395	에세이
355	국내도서	Veil 3	345854569	9.79E+12	7830	코테리 지음, 정우주 옮김	㈜소미미디어	20240904	12,800	11,520	640점	3850	만화
356	국내도서	임신 출산 육아 대백과 (최신개정판)	342749386	9.79E+12		삼성출판사 편집부 엮음, 김진영 외 감수	삼성출판사	20240715	19,500	17,550	970점	32917	좋은부모
357	국내도서	악마의 계약서는 만기 되지 않는다	298853356	9.79E+12	3810	리러하 지음	팩토리나인	20220812	14,500	13,050	720점	5776	소설/시/희곡
358	국내도서	사카모토 데이즈 1	281358399	9.79E+12	7830	스즈키 유우토 지음	대원씨아이(만화)	20211027	6,000	5,400	300점	22051	만화
359	국내도서	악마에 입문했습니다! 이루마 군 31	347631526	9.79E+12	47830	니시 오사무 지음, 이승원 옮김	서울미디어코믹스(서울문화사)	20240920	6,500	5,850	320점	3410	만화
360	국내도서	2024 써니 행정법각론 기출문제집	346128796	9.79E+12	13360	박준철 지음	에스티유니타스	20240913	19,000	17,100	190점	2010	수험서/자격증
361	국내도서	명탐정 코난 105 (특장판)	344711200	9.79E+12	7830	아오야마 고쇼 지음	서울미디어코믹스(서울문화사)	20240816	10,000	9,000	500점	14840	만화
362	국내도서	나는 도대체 왜 피곤할까	342083093	9.79E+12	3190	에이미 샤 지음, 김잔디 옮김	북플레저	20240710	19,800	17,820	990점	12853	자기계발
363	국내도서	사카모토 데이즈 2	284639784	9.79E+12		스즈키 유우토 지음	대원씨아이(만화)	20211220	6,000	5,400	300점	19945	만화
364	국내도서	자유로부터의 도피	250111513	9.79E+12	3180	에리히 프롬 지음, 김석희 옮김	휴머니스트	20200907	16,000	14,400	800점	17480	인문학
365	국내도서	용의자 X의 헌신	116498287	9.79E+12	3830	히가시노 게이고 지음, 양억관 옮김	재인	20170830	18,800	16,920	940점	32146	소설/시/희곡
366	국내도서	신기한 맛 도깨비 식당 8	346898267	9.79E+12	74810	김용세.김병섭 지음, 센개 그림	꿈터	20240925	14,000	12,600	700점	6070	어린이
367	국내도서	성장이 멈춘 시대의 투자법	345313092	9.79E+12	3320	김경록 지음	흐름출판	20240819	22,000	19,800	1,100점	9750	경제경영
368	국내도서	세계를 건너 너에게 갈게	133668671	9.79E+12	3810	이꽃님 지음	문학동네	20180209	12,500	11,250	620점	60461	청소년
369	국내도서	정의란 무엇인가	48988418	9.79E+12	3300	마이클 샌델 지음, 김명철 옮김, 김선욱 감수	와이즈베리	20141120	18,000	16,200	900점	59063	인문학
370	국내도서	불량한 자전거 여행 4	346879246	9.79E+12	73810	김남중 지음, 오승민 그림	창비	20240913	13,800	12,420	690점	8790	어린이
371	국내도서	성격 좋다는 말에 가려진 것들	344762354	9.79E+12	3180	이지안 지음	한겨레출판	20240820	18,800	16,920	940점	5375	인문학
372	국내도서	미적분, 놀라운 일상의 공식	345978913	9.79E+12	3410	구라모토 다카후미 지음, 김소영 옮김	미디어숲	20240920	22,000	19,800	1,100점	3540	과학
373	국내도서	인공지능은 나의 읽기-쓰기를 어떻게 바꿀까	343853845	9.79E+12	3000	김성우 지음	유유	20240804	25,000	22,500	1,250점	11585	인문학
374	국내도서	열다섯에 곰이라니	307233928	9.79E+12	43810	추정경 지음	다산책방	20221220	13,000	11,700	650점	27912	청소년
375	국내도서	타이탄의 도구들 (블랙 에디션)	297142104	9.79E+12	3190	팀 페리스 지음, 박선령.정지현 옮김	토네이도	20220622	18,000	16,200	900점	66647	자기계발
376	국내도서	꼬르륵 꼬르륵 캠핑	344333807	9.79E+12	77830	구도 노리코 지음, 윤수정 옮김	책읽는곰	20240812	14,000	12,600	700점	9745	유아
377	국내도서	탕비실	341934125	9.79E+12	3810	이미예 지음	한끼	20240710	14,000	12,600	700점	21970	소설/시/희곡
378	국내도서	스크루테이프의 편지	175603868	9.79E+12	3230	C.S.루이스 지음, 김선형 옮김	홍성사	20181115	13,000	11,700	650점	37060	종교/역학
379	국내도서	예술 도둑	346116543	9.79E+12	3840	마이클 핀클 지음, 염지선 옮김	생각의힘	20240920	17,800	16,020	890점	17045	에세이
380	국내도서	새벽 순종	345914829	9.79E+12	3230	송준기 지음	규장(규장문화사)	20240909	15,000	13,500	750점	4980	종교/역학
381	국내도서	비 그친 오후의 헌책방	342861086	9.79E+12	3830	야기사와 사토시 지음, 서혜영 옮김	다산책방	20240805	17,500	15,750	870점	30056	소설/시/희곡
382	국내도서	사카모토 데이즈 3	291036299	9.79E+12		스즈키 유우토 지음	대원씨아이(만화)	20220325	6,000	5,400	300점	18648	만화
383	국내도서	67번째 천산갑	346360893	9.79E+12	3820	천쓰홍 지음, 김태성 옮김	민음사	20240905	18,000	16,200	900점	4190	소설/시/희곡
384	국내도서	기분이 태도가 되지 말자 (20만부 기념)	305716766	9.79E+12	3800	김수현 지음	하이스트	20221125	16,000	14,400	800점	28561	에세이
385	국내도서	불편한 편의점 (벚꽃 에디션)	290457417	9.79E+12	3810	김호연 지음	나무옆의자	20210420	14,000	12,600	700점	188703	소설/시/희곡
386	국내도서	회복탄력성 (15만부 기념 리커버)	187544571	9.79E+12	13320	김주환 지음	위즈덤하우스	20190329	14,800	13,320	740점	46218	자기계발
387	국내도서	우리는 이어져 있다고 믿어	345855494	9.79E+12	3810	손미 지음	문학동네	20240829	12,000	10,800	600점	5210	소설/시/희곡
388	국내도서	별의 커비 푸푸푸 히어로 5	345262170	9.79E+12	77830	아오키 케이.미카마루 지음, 김지영 옮김	다산어린이	20240826	11,000	9,900	550점	8615	어린이
389	국내도서	일본어 단어 무작정 따라하기	339775722	9.79E+12	3730	후지이 아사리 지음	길벗이지톡	20240520	26,000	23,400	1,300점	19365	외국어
390	국내도서	초등 공부 정서보다 중요한 것은 없습니다	345297908	9.79E+12	3590	이서윤 지음	카시오페아	20240821	19,000	17,100	950점	5405	좋은부모
391	국내도서	혐오의 즐거움에 관하여	344069973	9.79E+12	3800	윌리엄 해즐릿 지음, 공진호 옮김	아티초크	20240830	16,700	15,030	830점	16768	인문학
392	국내도서	행복할 거야 이래도 되나 싶을 정도로	343855351	9.79E+12		일홍 지음	부크럼	20240729	18,000	16,200	900점	17006	에세이
393	국내도서	삐뽀삐뽀 119 이유식	124853398	9.79E+12	3590	하정훈 지음	유니책방	20171201	18,900	17,010	940점	34256	좋은부모
394	국내도서	하루 한 장 초등 경제 신문	341736702	9.79E+12	73320	윤지선.김선 지음, 퍼핀 감수	매경주니어북스	20240703	18,000	16,200	900점	12160	어린이
395	국내도서	채식주의자 (리마스터판)	291370219	9.79E+12	3810	한강 지음	창비	20220328	15,000	13,500	750점	1046040	소설/시/희곡
396	국내도서	한국 교회 트렌드 2025	347086982	9.79E+12	3230	지용근 외 지음	규장(규장문화사)	20240925	22,000	19,800	1,100점	20465	종교/역학
397	국내도서	2025 조태정 영어 실전 문법 525	346136174	9.79E+12	13740	조태정 지음	메가스터디교육(공무원)	20240911	16,000	14,400	160점	6040	수험서/자격증
398	국내도서	괴수 8호 13	345902115	9.79E+12	47830	마츠모토 나오야 지음, 유유리 옮김	서울미디어코믹스(서울문화사)	20240903	6,000	5,400	300점	6690	만화
399	국내도서	옆집 천사님 때문에 어느샌가 인간적으로 타락한 사연 9 (특별한정판)	345384296	9.79E+12	4830	사에키상 지음, 하네코토 그림, JYH 옮김	데이즈엔터(주)	20240905	7,500	6,750	370점	9205	소설/시/희곡
400	국내도서	소년이 온다 (10주년 한정 특별판, 양장)	339218521		3810	한강 지음	창비	20240510	15,000	13,500	750점	64309	소설/시/희곡
401	국내도서	흔한남매 16	338151239	9.79E+12	77810	흔한남매 지음, 유난희 그림, 백난도 글, 흔한컴퍼니 감수	미래엔아이세움	20240425	14,500	13,050	720점	33396	어린이
402	국내도서	남은 인생 10년	336105554	9.79E+12	3830	코사카 루카 지음, 김지연 옮김	모모	20240322	17,000	15,300	850점	12532	소설/시/희곡
403	국내도서	생각에 관한 생각	140135544	9.79E+12	3320	대니얼 카너먼 지음, 이창신 옮김	김영사	20180330	29,800	26,820	1,490점	32364	경제경영
404	국내도서	부자 아빠 가난한 아빠 1 (20주년 특별 기념판)	134925661	9.79E+12	3320	로버트 기요사키 지음, 안진환 옮김	민음인	20180222	17,000	15,300	850점	72130	경제경영
405	국내도서	불안의 서	39212974	9.79E+12	3870	페르난두 페소아 지음, 배수아 옮김	봄날의책	20140327	28,000	25,200	1,400점	31513	에세이
406	국내도서	이웃집 스텔라 6	348132256	9.79E+12	47830	Ammitsu 지음, 이소연 옮김	서울미디어코믹스(서울문화사)	20240926	6,000	5,400	300점	4690	만화
407	국내도서	무엇이 나를 살아 있게 만드는가	347089766	9.79E+12	3180	코리 키스 지음, 장혜인 옮김	더퀘스트	20240925	21,000	18,900	1,050점	7310	인문학
408	국내도서	흔한남매 과학 탐험대 10 : 생태계	339705307	9.79E+12	77400	흔한남매 원작, 김언정 외 글, 이태영 외 그림, 정현철 외 기획, 최진수 감수	주니어김영사	20240522	14,800	13,320	740점	19875	어린이
409	국내도서	말하고 싶은 비밀	329669406	9.79E+12	3830	사쿠라 이이요 지음, 김윤경 옮김	모모	20231208	15,500	13,950	770점	17679	소설/시/희곡
410	국내도서	사카모토 데이즈 6	301133817	9.79E+12		스즈키 유우토 지음	대원씨아이(만화)	20220926	6,000	5,400	300점	18546	만화
411	국내도서	기술의 서	345846275	9.79E+12	13650	사이토 나오키 지음, 박지영 옮김	잉크잼(잼스푼)	20240820	25,000	22,500	1,250점	4145	만화
412	국내도서	2025 선재국어 수비니겨 논리	341831950	9.79E+12	13710	이선재.선재국어연구소 지음	에스티유니타스	20240628	18,000	16,200	180점	14726	수험서/자격증
413	국내도서	이지패스 2024 ADsP 데이터분석 준전문가 (수험서 앱 제공)	331491379	9.79E+12	13000	전용문.박현민 지음	위키북스	20240112	28,000	25,200	1,400점	21003	컴퓨터/모바일
414	국내도서	만일 나에게 단 한 번의 아침이 남아 있다면	340829913	9.79E+12	3190	존 릴런드 지음, 최인하 옮김	북모먼트	20240626	19,800	17,820	990점	11256	인문학
415	국내도서	우리에게 남은 시간 46일	334082794	9.79E+12	3800	이설 지음	하이스트	20240214	16,800	15,120	840점	13609	소설/시/희곡
416	국내도서	나의 눈부신 친구 (리커버 특별판)	346708992	9.79E+12	4880	엘레나 페란테 지음, 김지우 옮김	한길사	20160707	16,000	14,400	800점	16760	소설/시/희곡
417	국내도서	처음 읽는 그리스 로마 신화 12	343116474	9.79E+12	77890	최설희 지음, 한현동 그림, 정수영 구성	미래엔아이세움	20240718	15,500	13,950	770점	14261	어린이
418	국내도서	혼자일 수 없다면 나아갈 수 없다	335566789	9.79E+12	3100	프리드리히 니체 지음, 김욱 편역	포레스트북스	20240314	17,500	15,750	870점	26407	인문학
419	국내도서	첫 1년 움직임의 비밀	331804525	9.79E+12	3590	마리안 헤름센-판 완로이 지음, 하주현 옮김	푸른씨앗	20240115	18,000	16,200	900점	9554	좋은부모
420	국내도서	너머의 세계	344517404	9.79E+12	3810	유린 지음, 도밍 그림	고블	20240920	21,000	18,900	1,050점	5165	소설/시/희곡
421	국내도서	노인과 바다	14522431	9.79E+12	4800	어니스트 헤밍웨이 지음, 김욱동 옮김	민음사	20120102	8,000	7,200	400점	37151	소설/시/희곡
422	국내도서	그리스 로마 신화 41 : 알렉산드로스와 새로운 시대	347947914	9.79E+12	74800	김정욱 지음, 최우빈 그림, 강대진 감수	아울북	20240925	16,800	15,120	840점	6320	어린이
423	국내도서	The Champion 2024-2025 : 유럽축구 가이드북	345606793	9.79E+12	3690	송영주 외 지음, 한준희 감수	맥스미디어	20240923	35,000	31,500	1,750점	6340	건강/취미
424	국내도서	더 시스템	330399601	9.79E+12	3320	스콧 애덤스 지음, 김인수 옮김	베리북	20240129	18,000	16,200	900점	13759	자기계발
425	국내도서	사카모토 데이즈 4	294678492	9.79E+12		스즈키 유우토 지음	대원씨아이(만화)	20220525	6,000	5,400	300점	18396	만화
426	국내도서	홈·브런치	253619092	9.79E+12	13590	스기쿠보 아키마사 지음, 임지인 옮김	나무수	20201014	5,000	4,500	250점	6599	요리/살림
427	국내도서	채사장의 지대넓얕 11 : 시공간의 비밀	348189400	9.79E+12	74900	채사장.마케마케 지음, 정용환 그림	돌핀북	20241015	15,000	13,500	750점	15665	어린이
428	국내도서	소드 오라토리아 14 (한정판)	346911002	9.79E+12	4830	오모리 후지노 지음, 하이무라 키요타카 외 그림, 김민재 옮김	㈜소미미디어	20240926	12,000	10,800	600점	3750	소설/시/희곡
429	국내도서	2025 신광은 기출총정리 형법 각론	346295107	9.79E+12	13350	신광은 지음	느루(미래인재컴퍼니)	20240906	32,000	28,800	320점	7155	수험서/자격증
430	국내도서	2025 심슨 전략서 + 암기 노트 세트 - 전2권	342880505	9.79E+12	14740	심우철 지음	심슨북스	20240715	33,000	29,700	1,650점	10175	수험서/자격증
431	국내도서	질병 해방	338211362	9.79E+12	3510	피터 아티아.빌 기퍼드 지음, 이한음 옮김	부키	20240430	28,000	25,200	1,400점	29446	인문학
432	국내도서	보이지 않는 친구 1	278186546	9.79E+12	4840	스티븐 크보스키 지음, 박아람 옮김	북로드	20210827	3,900	3,510	190점	6345	소설/시/희곡
433	국내도서	프레임	268611799	9.79E+12	3320	최인철 지음	21세기북스	20210302	22,000	19,800	1,100점	28366	자기계발
434	국내도서	장미와 샴페인 3~4 세트 - 전2권	346358590	9.79E+12	4810	똥개 지음, ZIG 원작	영컴(YOUNG COM)	20240923	30,000	27,000	1,500점	4980	만화
435	국내도서	눈과 보이지 않는	344339360	9.79E+12	73840	데이브 에거스 지음, 숀 해리스 그림, 송섬별 옮김	위즈덤하우스	20240814	19,000	17,100	950점	11300	어린이
436	국내도서	키득키득 사운드북 : 뿡뿡! 동물원 방귀 대회	341968408	8.81E+12	1	샘 태플린 지음, 에드워드 밀러 그림, 송지혜 옮김, 앤서니 마크스 음악	어스본코리아	20240626	15,800	12,640	470점	2670	유아
437	국내도서	어떻게 극단적 소수가 다수를 지배하는가	339347250	9.79E+12	3340	스티븐 레비츠키.대니얼 지블랫 지음, 박세연 옮김	어크로스	20240521	22,000	19,800	1,100점	21531	사회과학
438	국내도서	반딧불이의 혼례 1	337625879	9.79E+12		타치바나 오레코 지음, 유유리 옮김	서울미디어코믹스(서울문화사)	20240430	8,500	7,650	420점	20846	만화
439	국내도서	쉽게 풀어쓴 C언어 Express	308416301	9.79E+12	93000	천인국 지음	생능	20230117	32,000	31,680	640점	6521	대학교재/전문서적
440	국내도서	ETS 토익 정기시험 기출문제집 1000 Vol. 3 Reading (리딩)	284153629	9.79E+12	13740	ETS 엮음	(주)YBM(와이비엠)	20211213	17,800	16,020	890점	84079	외국어
441	국내도서	데일 카네기 자기관리론	260572840	9.79E+12	3320	데일 카네기 지음, 임상훈 옮김	현대지성	20210113	11,500	10,350	570점	45809	자기계발
442	국내도서	더 골 1 The Goal	198322707	9.79E+12	4320	엘리 골드렛 지음, 강승덕.김일운.김효 옮김	동양북스(동양문고)	20190830	22,000	19,800	1,100점	8791	경제경영
443	국내도서	정년이 9	348127244	9.79E+12	7810	서이레 지음, 나몬 그림	문학동네	20240930	16,000	14,400	800점	6505	만화
444	국내도서	콰이강의 다리 위에 조선인이 있었네	345857519	9.79E+12	3900	조형근 지음	한겨레출판	20240831	20,000	18,000	1,000점	6210	역사
445	국내도서	이효석문학상 수상작품집 2024	345451920	9.79E+12	3810	손보미 외 지음	북다	20240823	15,000	13,500	750점	4905	소설/시/희곡
446	국내도서	물질의 세계	334786620	9.79E+12	3900	에드 콘웨이 지음, 이종인 옮김	인플루엔셜(주)	20240308	29,800	26,820	1,490점	21808	인문학
447	국내도서	해커스일본어 JLPT N1(일본어능력시험) 한 권으로 합격	320550845	9.79E+12	13730	해커스 JLPT 연구소 지음	해커스어학연구소(Hackers)	20240715	26,900	24,210	1,340점	15450	외국어
448	국내도서	ETS 토익 단기 공략 850+ (LC + RC)	297119304	9.79E+12	13740	ETS 지음	(주)YBM(와이비엠)	20220630	19,500	17,550	970점	29192	외국어
449	국내도서	혼불 3	345883877	9.79E+12	4810	톨쥬 지음	Beyond	20240911	17,000	15,300	850점	5110	소설/시/희곡
450	국내도서	원페이지 교육학 기본서 상	339760887	9.79E+12	13370	Dave 지음	새벽노을	20240422	40,000	38,000	2,000점	14479	수험서/자격증
451	국내도서	2025 선재국어 예상 기출서 1	339009455	9.79E+12	13710	이선재, 선재국어연구소 지음	에스티유니타스	20240515	23,000	20,700	230점	15545	수험서/자격증
452	국내도서	2024 단기 합격 해커스공기업 NCS 통합 기본서 직업기초능력평가+직무수행능력평가	330454866	9.79E+12	13320	윤종혁 외 지음	해커스공기업	20240102	27,000	24,300	1,350점	23558	수험서/자격증
453	국내도서	신비한 건물 탐방기	345726428	9.79E+12	3650	노노하라 지음, 김재훈 옮김	한즈미디어(한스미디어)	20240829	25,000	22,500	1,250점	3380	만화
454	국내도서	이동 평균선 투자법	337399487	9.79E+12	3320	고지로 강사 지음, 김정환 옮김	이레미디어	20240503	17,000	15,300	850점	19542	경제경영
455	국내도서	특수아동교육	335331718	9.79E+12	93370	이소현.박은혜 지음	학지사	20240310	27,000	26,730	540점	4114	대학교재/전문서적
456	국내도서	정년이 10	348127542	9.79E+12	7810	서이레 지음, 나몬 그림	문학동네	20240530	16,000	14,400	800점	6825	만화
457	국내도서	유치원WARS 9	347954594	9.79E+12	47830	You Chiba 지음, 김수연 옮김	서울미디어코믹스(서울문화사)	20240924	6,000	5,400	300점	4570	만화
458	국내도서	제로 학교	340116187	9.79E+12	73810	박남희 외 지음	샘터사	20240527	14,000	12,600	700점	4487	어린이
459	국내도서	뿐이 토핑 이유식	335110473	9.79E+12	13590	정주희 지음, 이수진 감수	서사원	20240307	29,800	26,820	1,490점	16909	요리/살림
460	국내도서	대학생을 위한 자아와 명상 2	334101407	9.79E+12	3220	동국대학교 건학위원회 지음	동국대학교출판부	20240213	13,000	12,090	390점	2402	대학교재/전문서적
461	국내도서	달과 6펜스	237763	9.79E+12	4840	서머셋 몸 지음, 송무 옮김	민음사	20000620	10,000	9,000	500점	46248	소설/시/희곡
462	국내도서	혼불 2	345883727	9.79E+12	4810	톨쥬 지음	Beyond	20240911	17,000	15,300	850점	5000	소설/시/희곡
463	국내도서	2024 해커스 국민건강보험공단 NCS+법률 FINAL 봉투모의고사 2+2회	344075928	9.79E+12	13320	해커스 NCS 취업교육연구소 지음	해커스공기업	20240807	16,000	14,400	800점	2928	수험서/자격증
464	국내도서	돈 말고 무엇을 갖고 있는가	344038040	9.79E+12	3190	정지우 지음	마름모	20240809	18,000	16,200	900점	7830	자기계발
465	국내도서	악마의 영문법 100법칙	340304307	9.79E+12	10740	도키요시 히데야 지음, 김의정 옮김	더북에듀	20240610	23,000	20,700	1,150점	12243	외국어
466	국내도서	하루에 한 장 상상력 만화 그리기 노트	277938518	8.81E+12	1	루이 스토웰 지음, 제스 브래들리 그림, 신인수 옮김, 맷 핀치 감수, 러셀 펀터 디자인	어스본코리아	20210818	14,000	11,200	700점	3402	어린이
467	국내도서	루디 커피의 세계 세계의 커피	98997864	9.79E+12	3590	김재현 글.그림	봄봄스쿨	20161220	4,500	4,050	220점	3924	요리/살림
468	국내도서	이반 일리치의 죽음	20132372	9.79E+12	3890	레프 니콜라예비치 톨스토이 지음, 이강은 옮김	창비	20121009	10,000	9,000	500점	14883	소설/시/희곡
469	국내도서	현대 심리치료와 상담 이론	19090062	9.79E+12	93180	권석만 지음	학지사	20120830	22,000	21,780	440점	20600	대학교재/전문서적
470	국내도서	사카모토 데이즈 5	298376593	9.79E+12		스즈키 유우토 지음	대원씨아이(만화)	20220722	6,000	5,400	300점	17851	만화
471	국내도서	백년 허리 1 : 진단편	269524451	9.79E+12	3510	정선근 지음	언탱글링	20210415	18,500	16,650	920점	36184	건강/취미
472	국내도서	혈계전선 Beat 3 Peat 1	346660468	9.79E+12	7650	나이토 야스히로 지음	학산문화사(만화)	20240910	6,000	5,400	300점	3215	만화
473	국내도서	따뜻한 여사의 5분 컷 전자레인지 레시피 100	343663316	9.79E+12	13590	김수림 지음	싸이프레스	20240810	17,800	16,020	890점	10213	요리/살림
474	국내도서	2025 시나공 컴퓨터활용능력 1급 필기 총정리	342015265	9.79E+12	13000	길벗R&D.강윤석 외 지음	길벗	20240701	22,000	19,800	1,100점	7768	컴퓨터/모바일
475	국내도서	어떤 동사의 멸종	341293167	9.79E+12	3810	한승태 지음	시대의창	20240617	18,500	16,650	920점	13935	사회과학
476	국내도서	가난한 아이들은 어떻게 어른이 되는가	328071557	9.79E+12	3300	강지나 지음	돌베개	20231106	17,500	15,750	870점	31201	사회과학
477	국내도서	그릿 GRIT (골드 에디션)	306575678	9.79E+12	3190	앤절라 더크워스 지음, 김미정 옮김	비즈니스북스	20221215	18,000	16,200	900점	68763	자기계발
478	국내도서	백년운동	216483172	9.79E+12	3470	정선근 지음	아티잔	20191101	19,500	17,550	970점	40837	건강/취미
479	국내도서	지구본 수업 2	345871869	9.79E+12	4300	박정주.황동하.김재인 지음	그림씨	20240910	19,500	17,550	970점	7145	사회과학
480	국내도서	전설의 프로 트레이더 빅	345020268	9.79E+12	3320	빅터 스페란데오.설리반 브라운 지음, 이건 옮김	액티브	20240820	25,000	22,500	1,250점	6155	경제경영
481	국내도서	교육심리학 (신명희 외)	315679671	9.79E+12	93370	신명희 외 지음	학지사	20230410	25,000	24,750	500점	4326	대학교재/전문서적
482	국내도서	영어 회화 핵심패턴 233	307649199	9.79E+12	3740	백선엽 지음	길벗이지톡	20230115	18,000	16,200	900점	23312	외국어
483	국내도서	그렇게 부모가 된다	345752393	9.79E+12	3810	정승익 지음	NEVER GIVE UP(네버기브업)	20240831	19,800	17,820	990점	6180	좋은부모
484	국내도서	구움과자의 기술	345557960	9.79E+12	13590	정용현.강현지 지음	비앤씨월드	20240828	33,000	29,700	1,650점	6930	요리/살림
485	국내도서	동사 X 전치사 도감	343124315	9.79E+12	3740	권은희 지음	길벗이지톡	20240811	19,800	17,820	990점	43553	외국어
486	국내도서	2025 이기적 컴퓨터활용능력 1급 필기 기본서	342395725	9.79E+12	13000	홍태성.영진정보연구소 지음	영진.com(영진닷컴)	20240711	31,000	27,900	1,550점	8749	컴퓨터/모바일
487	국내도서	2024 제15회 젊은작가상 수상작품집	337111317	9.79E+12	3810	김멜라 외 지음	문학동네	20240331	7,700	6,930	380점	41023	소설/시/희곡
488	국내도서	ETS 토익 정기시험 기출문제집 1000 Vol. 3 Listening (리스닝)	284153150	9.79E+12	13740	ETS 엮음	(주)YBM(와이비엠)	20211213	17,800	16,020	890점	76293	외국어
